Name,Locus_tag,Fru_1,Glu_1,Gly_1,Glucon_1,Mal_1,Pyr_1,M.G_1,LBexp_1,SMMPr_1,S0_1,G.S_1
yfjR,BSU07990,10.0803454545,10.1154181818,10.6019818182,9.5296454546,10.4681,9.8073636364,10.6392090909,10.1812818182,10.7632545455,9.7179636364,9.9784454546
yfjQ,BSU08000,10.4030363636,9.9313636364,8.9845272727,9.3160272727,9.5565909091,9.1386454546,9.3602818182,10.7076727273,9.5592909091,9.6741181818,10.3060818182
yfjP,BSU08010,10.3349272727,10.0996909091,9.8073636364,9.9893909091,9.9155363636,9.544,9.8191727273,10.5114545455,9.6950272727,10.1049363636,10.3595272727
yfjO,BSU08020,11.2347727273,10.9493181818,10.7645363636,10.8940363636,10.9791181818,10.7110545455,10.8395909091,11.788,10.5083818182,11.0073909091,11.2077
yfzA,BSU08029,9.1331727273,10.4919363636,8.8227090909,10.2363636364,10.5442909091,11.2678181818,10.5997090909,9.4727454546,11.4185818182,10.9742636364,8.9613272727
yfjN,BSU08030,10.3307181818,10.5668909091,9.5170636364,10.0159363636,10.1427636364,9.1144454546,10.3119181818,11.6496636364,10.2561090909,10.0815,10.5156
yfjM,BSU08040,9.5833181818,9.8548090909,8.9127272727,9.1632454546,9.4427909091,8.5942545455,9.7276818182,10.4403090909,9.8191727273,9.8999636364,9.6400181818
yfjL,BSU08050,9.4270090909,9.7673272727,9.0259181818,9.2901090909,9.544,8.9814909091,9.8464,10.4778636364,9.5205727273,9.9549090909,9.5750181818
acoA,BSU08060,7.1512363636,7.1198090909,7.3297636364,7.2222,7.4277454546,7.6979181818,7.4234272727,7.3610545455,7.0448909091,8.4795818182,7.0999272727
acoB,BSU08070,7.2648090909,7.2777272727,7.4151636364,7.2402181818,7.6651636364,7.8086454546,8.0050909091,7.8667727273,7.1838818182,8.5407272727,7.199
acoC,BSU08080,7.7810454546,7.3971363636,7.5745454546,7.1744909091,7.9526090909,7.5674818182,7.4687818182,8.4408181818,7.5896909091,8.6845545455,7.8191727273
acoL,BSU08090,8.1148545455,7.6548454546,8.0897181818,7.4220636364,8.1047090909,7.6006727273,7.9482090909,8.7332,7.6521181818,8.7993636364,8.0876181818
acoR,BSU08100,9.1532818182,8.8306272727,9.3109727273,9.4506818182,9.7918454546,9.8669818182,8.2153363636,10.3436181818,8.4768727273,10.3871272727,9.1239909091
sspH,BSU08110,9.0167909091,9.2246,9.6177272727,10.6571,9.7052636364,12.4657,8.8195454546,10.5864727273,10.8423,10.3702636364,9.2830636364
yfjF,BSU08120,11.3560090909,10.1550272727,9.8605090909,9.2988727273,10.9493181818,10.1790272727,10.2836727273,10.1522181818,10.6585818182,11.7724,11.2691909091
yfjE,BSU08130,11.1258454545,9.9688727273,9.6688909091,9.0259181818,10.7756272727,9.9374,10.2910181818,9.5223181818,10.3154545455,11.6441363636,11.1488272727
yfjD,BSU08140,11.6164636364,10.4633909091,10.2977545455,9.7409545455,11.4743090909,10.3408454545,11.2235181818,9.8104181818,10.5465909091,11.8100909091,11.6227272727
yfjC,BSU08150,11.5484272727,10.3546181818,10.2500454545,9.3766636364,11.3143,9.0941272727,11.3972454545,9.5001636364,10.4434363636,11.3229636364,11.5327454545
yfjB,BSU08160,11.0823818182,9.8558818182,10.0321727273,8.5551727273,10.4434363636,8.7411090909,10.4461909091,9.0968818182,9.7428181818,9.8558818182,11.0886
yfjA,BSU08170,10.9913,9.6911727273,10.4569727273,8.4656727273,9.5262636364,8.6933818182,10.1613545455,8.9542818182,9.8398,9.1994545455,10.9631818182
malA,BSU08180,9.4133545455,8.9707909091,9.8684818182,12.0243090909,9.2439363636,10.0378909091,8.3370545455,10.3408454545,8.5790363636,9.7771727273,9.4495636364
glvR,BSU08190,9.9930636364,9.8128363636,10.0047181818,11.4949727273,9.5887909091,9.9912090909,9.4020545455,9.9018545455,9.4762272727,9.9155363636,10.0815
malP,BSU08200,8.1404545455,7.6868909091,8.6608545455,9.2598545455,9.1239909091,8.2074181818,7.3971363636,9.1433909091,7.5336272727,9.1150636364,8.0953090909
yfiB,BSU08210,9.5370454546,9.0491454546,8.7359818182,8.1984181818,8.8494454546,7.7579,8.6067181818,10.4144545455,9.2968818182,8.3733272727,9.5170636364
yfiC,BSU08220,9.8654545455,9.2632,9.6651909091,8.8446636364,9.7295,8.0350181818,9.5314909091,10.6509,9.5427181818,9.2307363636,9.7876181818
catD,BSU08230,8.5575454546,8.4506818182,7.5248090909,7.8393727273,8.7109363636,8.1160545455,8.4624090909,10.0288363636,8.7411090909,8.2408272727,8.5942545455
catE,BSU08240,8.4461545455,8.2718727273,7.7211363636,7.7041454546,8.554,8.2090909091,8.2772909091,9.7385363636,8.4139272727,8.119,8.3296818182
yfiG,BSU08260,8.3890454546,7.7903454546,8.1650909091,7.8555818182,8.6968363636,7.9124363636,7.2667454546,8.7802363636,7.5928727273,9.0302727273,8.4768727273
yfiH,BSU08270,8.6045090909,8.0490181818,8.4684363636,8.1087636364,8.9460181818,8.0506545455,7.5866909091,9.0126818182,7.7194181818,9.3214454546,8.6157818182
yfiI,BSU08280,8.9343,8.5304545455,9.0302727273,9.0669090909,9.2035636364,8.9233545455,8.3968454546,9.1911272727,8.1096181818,10.0665727273,8.9498090909
yfiJ,BSU08290,9.5273545455,9.5776727273,8.8205454546,9.0215181818,9.4495636364,8.6352272727,9.2307363636,10.3290454545,9.1144454546,9.8257909091,9.5658727273
yfiK,BSU08300,9.7550545455,9.9296,9.5015636364,9.4626181818,10.0007,9.2349818182,9.8040090909,10.4254272727,9.5243727273,10.4420545455,9.9191727273
yfiL,BSU08310,7.2433454546,7.1950363636,7.1853181818,7.2255272727,7.2602181818,7.1343181818,7.5195545455,7.5866909091,7.0500818182,7.2818909091,7.3240909091
yfiM,BSU08320,7.2755818182,7.2176,7.0652909091,7.0325636364,7.2755818182,6.9599272727,7.2255272727,7.5819363636,7.0652909091,7.3507090909,7.3333181818
yfiN,BSU08330,7.6742454546,7.5970363636,7.3018909091,7.2461636364,7.3765181818,7.5535090909,7.4041272727,7.6808454546,7.2932636364,7.7579,7.5591727273
padR,BSU08340,11.3286545455,11.1573909091,10.7416181818,11.1052181818,10.5114545455,11.0033636364,10.6454454545,11.1904090909,10.7696545455,10.7365272727,11.4319727273
lipB,BSU08350,10.3047090909,10.1371636364,9.2054454546,9.2307363636,9.6121272727,8.5621636364,9.8179181818,10.6313818182,9.4704727273,10.4047363636,10.1060818182
yfiQ,BSU08360,8.3733272727,8.3047,7.7564818182,7.5467,8.0970454546,7.7461363636,8.0524363636,8.4372909091,7.7302272727,8.0994545455,8.4684363636
yfiR,BSU08370,10.6081636364,10.3220181818,9.5641272727,10.0060909091,9.9173818182,9.9209818182,9.8498909091,10.4660090909,10.2784,9.7626090909,10.5668909091
yfiS,BSU08380,8.2366727273,8.4030545455,8.1588090909,7.9087363636,8.427,7.7065454546,9.3283,9.2652454546,8.0622,8.8306272727,8.2110727273
yfiT,BSU08390,11.5212090909,11.9041636364,11.8206272727,11.8301636364,11.9430636364,11.3091727273,12.0802363636,11.2316818182,11.6995909091,11.9855636364,11.5022636364
yfiU,BSU08400,8.0074,7.9836363636,7.7948909091,7.6062454546,7.6732727273,8.1036272727,7.6062454546,7.7371545455,7.5849181818,7.5467,7.8539272727
yfiV,BSU08410,9.9018545455,9.5900272727,9.0126818182,9.1168636364,9.1412818182,8.7487909091,9.4951454546,10.0752545455,9.0716,9.0985,9.8790727273
mprF,BSU08425,11.0135090909,10.9956727273,10.4660090909,10.6327090909,10.9688727273,9.9080090909,10.5485363636,11.5572181818,10.8437272727,11.1219363636,10.8669636364
yfiY,BSU08440,13.9234181818,13.2869818182,12.4693727273,13.3876181818,12.2408727273,12.8021181818,12.7864545455,14.4087545455,12.4102,10.9688727273,13.9479545455
yfiZ,BSU08450,11.6125272727,10.8355181818,10.6553818182,10.7982090909,10.1760818182,9.8354818182,10.3395,11.8979818182,10.2328,9.8016545455,11.2798909091
yfhA,BSU08460,11.4358090909,10.7197545455,10.8410090909,10.7669545455,10.2082636364,9.5045181818,10.3339272727,11.7724,10.1166181818,10.0302818182,11.3711181818
yfhB,BSU08470,12.0204090909,12.3325090909,11.9346272727,12.3279636364,12.5636363636,12.2657909091,12.2898818182,10.5682363636,12.2695181818,11.1006,12.1379636364
yfhC,BSU08480,13.5879272727,13.2778090909,13.3841545455,13.1527,13.1950727273,13.1806545455,13.3290454545,13.9617272727,13.1311545455,11.8753454545,13.3794727273
yfhD,BSU08490,9.2718909091,9.0922090909,11.4249454545,11.3673545455,8.9689272727,13.4720363636,9.9209818182,9.0527727273,11.7372363636,9.5205727273,9.1782545455
yfhE,BSU08500,9.5223181818,9.2160636364,12.2944090909,10.2704818182,9.5776727273,12.6713272727,9.6638636364,9.4246454546,10.0719909091,9.6889363636,9.544
yfhF,BSU08510,9.2269636364,8.7884727273,12.3848090909,8.2281545455,9.2082454546,8.2678545455,8.9233545455,9.0077363636,8.1565181818,9.2054454546,9.2742090909
yfhI,BSU08540,8.9829090909,8.3745181818,8.2879363636,7.4071545455,8.0506545455,7.4041272727,7.5248090909,10.1166181818,7.8578363636,8.4053636364,8.9258181818
sspK,BSU08550,7.3523727273,7.9502636364,8.4207090909,8.5901363636,7.2154181818,10.4398181818,7.8797181818,7.6847636364,9.6922818182,7.4538,7.4524727273
yfhJ,BSU08560,10.0410545455,9.7925545455,10.9000363636,9.3968818182,9.8354818182,8.9323090909,9.6759454546,10.6867181818,9.6277818182,9.4749181818,10.0945090909
yfhK,BSU08570,10.2139727273,9.4020545455,14.1851909091,9.4974818182,11.3122363636,9.8302909091,8.3256909091,8.2188636364,9.1801636364,11.5327454545,10.1869272727
yfhL,BSU08580,10.6736818182,10.9971636364,13.1420727273,10.5794454545,11.7424545455,11.3136363636,11.4663727273,10.4003363636,11.9363272727,12.5777818182,10.595
yfhM,BSU08590,10.2613363636,10.3989181818,12.3888090909,10.1613545455,11.2062636364,11.2691909091,11.1488272727,9.9761363636,11.3959272727,12.0427272727,10.1928818182
csbB,BSU08600,11.9463,11.3972454545,13.6170181818,10.9479363636,11.9573363636,11.0531454545,11.1787090909,12.8815545455,11.7724,12.6417,11.8636909091
yfhO,BSU08610,10.2082636364,9.9137181818,10.0103727273,9.2082454546,9.4204545455,8.7465545455,9.9672545455,12.3067363636,10.3010363636,10.8298,10.3205545455
yfhP,BSU08620,10.9479363636,10.5230636364,10.3897909091,10.3825181818,9.9431636364,10.0350090909,10.2651,10.5825545455,10.1522181818,10.0521636364,10.7545818182
mutY,BSU08630,10.5578818182,10.4280909091,9.8865272727,10.2387636364,10.1776,9.1632454546,10.2446454545,11.6633818182,10.2674636364,10.2977545455,10.6602909091
yfhS,BSU08640,7.3610545455,8.1226909091,7.8086454546,9.1102181818,7.4421636364,10.2732181818,9.2988727273,7.5061272727,8.8883181818,7.3641909091,7.3853363636
fabL,BSU08650,12.3455909091,12.1489545455,11.8890363636,12.0757545455,12.3261181818,11.1611363636,12.1260454545,13.1775272727,11.8636909091,12.1225454545,12.3825090909
sspE,BSU08660,13.5514363636,13.4493272727,14.2478545455,15.6200272727,13.7821636364,16.3940090909,13.4962090909,14.3052272727,16.0014090909,13.6041636364,13.5298181818
ygaB,BSU08670,8.6761272727,9.0669090909,8.7647363636,10.7110545455,9.2783545455,12.3812545455,9.2206363636,8.3940272727,10.3747909091,9.0005727273,8.6637727273
ygaC,BSU08680,12.3349636364,12.2493272727,12.0204090909,12.0100272727,11.7043272727,12.4589181818,11.7188636364,12.2944090909,12.2134545455,11.5820363636,12.3709818182
ygaD,BSU08690,10.7255636364,10.6313818182,10.1887,10.2406363636,10.4660090909,9.8016545455,10.4338272727,11.4234545455,10.3781272727,9.9564636364,10.8247090909
ygaE,BSU08700,11.1409636364,11.0784363636,10.5485363636,10.8559272727,10.2986818182,11.1006,10.6788090909,12.5340545455,10.5410636364,11.2459090909,11.2369545455
gsaB,BSU08710,11.7275363636,11.6151818182,11.2024,11.3988272727,11.6503454545,10.9166363636,11.6649,12.6964363636,11.4505090909,11.8351454545,11.7454545455
perR,BSU08730,12.7491818182,12.0228363636,12.0987818182,11.8697090909,11.8662636364,12.0626181818,11.7202363636,12.1906909091,11.8739363636,11.6503454545,12.3077727273
ygzB,BSU08740,11.5010727273,11.7169181818,12.2553,11.8062909091,11.6844,12.2010818182,11.2554181818,11.2043272727,11.8126909091,12.3825090909,11.4687909091
ygxA,BSU08750,11.8501363636,11.5523909091,11.4854909091,11.7086545455,11.4841363636,11.4477,11.1798818182,11.9300454545,11.6973363636,11.8625272727,11.8363363636
spo0M,BSU08760,12.3888090909,13.2345272727,12.7537,12.6027090909,14.1175363636,13.2499818182,13.8919363636,13.4373272727,14.0305363636,14.2751545455,12.1298
ygzA,BSU08770,8.1933727273,9.5337454546,8.5232727273,10.1025636364,8.3107,10.3871272727,10.8004,9.7515363636,8.2537545455,8.0506545455,8.5888
ygzC,BSU08779,8.3745181818,9.0639636364,8.8735090909,9.3453,7.9379636364,9.5499454546,10.6243545455,8.0401181818,7.8699090909,7.6351454546,8.2518545455
ygaJ,BSU08780,11.1006,10.7334272727,10.8004,10.4795454545,10.5028909091,10.7197545455,10.2720727273,9.7112909091,10.6454454545,9.4002818182,11.0229181818
thiC,BSU08790,14.8332090909,14.6524090909,14.7907818182,14.3598909091,14.5981636364,14.2800909091,14.6899272727,9.4974818182,14.0184363636,13.6285272727,14.8810181818
ygaK,BSU08800,7.4574636364,7.8318636364,7.6507181818,8.7359818182,7.3952272727,7.7917090909,8.5249363636,7.4091909091,7.3554727273,7.2667454546,7.2967363636
senS,BSU08810,7.3319454546,8.0838727273,7.4932454546,8.3005363636,7.237,7.8143545455,8.2408272727,7.1045727273,7.1512363636,7.2340181818,7.4135909091
katA,BSU08820,10.7963181818,11.0415818182,11.5349454545,11.0711272727,10.5935181818,11.6668272727,10.1232272727,10.9009545455,11.2024,12.1968909091,10.6232454545
ssuB,BSU08830,7.7228818182,7.5143818182,7.5224454546,7.4267090909,7.2387454546,7.3952272727,7.7935272727,7.1105909091,6.9599272727,6.9884,7.7830454546
ssuA,BSU08840,7.7710909091,7.2967363636,7.7228818182,7.1683545455,7.2118636364,7.1744909091,7.5239363636,7.0762,7.0011636364,7.0408909091,7.7550818182
ssuC,BSU08850,7.7003636364,7.0883545455,7.5553,7.1136545455,7.0652909091,7.1022909091,7.2137818182,7.2269181818,7.0814181818,7.0574454546,7.8071636364
ssuD,BSU08860,7.9851818182,7.3268090909,8.0050909091,7.4879363636,7.6062454546,7.2932636364,7.9124363636,7.6405181818,7.2602181818,7.4113363636,8.0697909091
ygaN,BSU08870,9.8574727273,9.6341636364,9.4339727273,9.1782545455,9.2136909091,9.2206363636,8.4997636364,9.6889363636,9.1184,9.4246454546,9.8464
yhzA,BSU08880,7.8071636364,7.9986272727,7.9461,7.4171545455,7.6979181818,7.4437090909,8.3256909091,8.1610818182,7.4234272727,7.7344272727,7.8641636364
ygaO,BSU08890,10.595,10.0541272727,10.2244909091,9.6141909091,10.2547727273,9.3109727273,10.2426454545,10.2283090909,9.8318727273,10.5185636364,10.3395
ygzD,BSU08899,10.6776727273,10.1942363636,10.8774727273,10.0025090909,10.2466272727,9.3547,10.3290454545,10.5964,9.9313636364,10.2596454545,10.5382090909
yhzB,BSU08900,9.7374090909,9.6237363636,9.5205727273,8.9542818182,9.5337454546,8.8816636364,9.6985090909,9.9821727273,9.1761363636,9.3675181818,9.6844454546
queG,BSU08910,9.0574454546,8.9072454546,8.4101363636,8.0732727273,8.4684363636,8.0447181818,8.5427727273,10.2363636364,8.3180545455,8.7839818182,9.0396545455
yhbB,BSU08920,7.8303454546,7.7494727273,7.4359727273,8.8069909091,7.6792818182,11.3806818182,8.2678545455,8.7267727273,9.2830636364,7.7302272727,7.8586545455
cspR,BSU08930,12.6125545455,12.0802363636,10.3108090909,11.7748363636,11.7097363636,11.9502090909,11.9099181818,13.1668545455,11.9176272727,11.9158454545,12.3325090909
yhbD,BSU08940,10.3010363636,10.7324,9.2557727273,10.2500454545,10.0398818182,9.3408909091,10.7271909091,10.9608818182,10.4461909091,10.1958545455,10.4144545455
yhbE,BSU08950,9.9984,10.1203,9.2942818182,9.4951454546,9.9724909091,8.8090636364,9.9549090909,10.6817818182,9.8937727273,9.8836545455,10.1232272727
yhbF,BSU08960,10.2547727273,10.3154545455,10.3408454545,9.6094727273,10.4795454545,9.3874454546,10.1592545455,10.7793909091,10.2363636364,10.6125909091,10.2613363636
prkA,BSU08970,7.7394545455,7.6507181818,8.0599090909,11.4971818182,7.6468090909,14.4726454545,8.1727727273,8.0599090909,11.4222,7.5553,7.7324181818
yhbH,BSU08980,8.8869181818,8.5755454546,8.4443545455,11.2506,8.4521090909,13.484,8.3195090909,9.0491454546,10.3555272727,8.2074181818,8.9707909091
yhbI,BSU08990,10.6154272727,10.8077181818,10.6804,9.4427909091,9.7626090909,7.8958090909,10.6522909091,11.6884181818,9.7736636364,10.6367181818,11.3592909091
yhbJ,BSU09000,9.9228636364,10.1427636364,10.4106727273,9.4339727273,9.7309636364,9.7689454546,10.3269090909,11.3056636364,10.0559909091,10.3119181818,10.4092181818
yhcA,BSU09010,10.1203,10.1329636364,10.4420545455,9.3919,10.2012,9.994,10.8639363636,11.4904181818,10.3871272727,11.0559181818,10.1203
yhcB,BSU09020,10.0425636364,9.7078727273,10.0931363636,8.7974636364,9.8236090909,9.8370454546,10.1037181818,11.0886,9.9878272727,10.9582727273,9.8720454546
yhcC,BSU09030,9.4506818182,8.9630727273,9.0997272727,8.4913181818,9.1312,8.8672090909,9.5337454546,10.0875636364,8.8154818182,9.8146181818,9.1102181818
yhcD,BSU09040,8.2153363636,8.0970454546,8.4934818182,8.5170181818,8.8460181818,7.5591727273,9.5776727273,8.6703727273,7.4888090909,7.7371545455,7.9199272727
yhcE,BSU09050,10.2674636364,10.4387090909,8.9689272727,9.5887909091,9.9798818182,8.4232818182,10.5465909091,11.1387,10.2406363636,9.4020545455,10.2959363636
yhcF,BSU09060,10.1259181818,10.3804636364,9.5722818182,9.3525181818,10.2596454545,8.7608,10.5095454545,10.9799,9.9350181818,9.8627636364,10.2096272727
yhcG,BSU09070,10.1141636364,10.2561090909,9.4069545455,9.3194,10.0595363636,8.6452272727,10.3781272727,11.1750727273,9.9336,10.1550272727,10.1958545455
yhcH,BSU09080,10.3972363636,10.3929363636,9.7044909091,9.7309636364,10.6867181818,8.7021363636,10.4569727273,11.2817090909,10.0983545455,10.4919363636,10.2764909091
yhcI,BSU09090,10.1575363636,10.1480909091,10.1801090909,9.6559545455,10.5185636364,8.8652545455,10.4955818182,10.9378181818,9.9209818182,10.7852,10.0803454545
cspB,BSU09100,15.6829363636,14.5676363636,14.4502727273,15.0061545455,14.3963545455,14.5153909091,14.7401181818,15.5098090909,14.7041909091,15.1282636364,15.2431909091
yhcJ,BSU09110,12.2695181818,11.5820363636,11.2506,11.8455727273,11.0343,11.3875454545,11.5931181818,11.3001727273,11.4439363636,11.2347727273,11.9962818182
dgcK,BSU09120,11.3527,11.2513090909,10.0648272727,10.7616,10.3856727273,10.0443727273,10.8449454545,12.0010181818,10.8123363636,11.2261454545,11.4427363636
tcyP,BSU09130,12.2177272727,11.0444,10.8698,10.3972363636,11.5878727273,8.6262454546,11.1881454545,10.2947454545,9.9564636364,9.2288636364,11.9573363636
yhcM,BSU09140,8.2295,7.9704818182,11.1954545455,8.9480818182,8.1498545455,11.1634636364,7.7098090909,7.4800272727,9.5413545455,8.2751454546,8.2699
yhcN,BSU09150,8.8672090909,9.1761363636,9.8282545455,10.5083818182,8.4286909091,13.0997272727,8.0490181818,8.6400727273,11.4464272727,8.6492818182,8.9921636364
yhcO,BSU09165,7.1683545455,7.2667454546,7.8254,11.8862909091,7.9502636364,11.0567636364,7.5786272727,7.4277454546,9.8774818182,9.3173818182,7.2280818182
yhcQ,BSU09180,8.1312818182,8.1456272727,8.9592909091,10.6995,7.7864727273,12.9786818182,8.303,8.0747818182,11.8288636364,8.1226909091,8.1140545455
yhcR,BSU09190,9.6844454546,9.6435272727,10.3781272727,10.1293,9.9350181818,10.4267727273,9.7262272727,9.0055636364,10.6758636364,9.9255,9.7276818182
yhcS,BSU09200,10.1119545455,10.0803454545,11.1419909091,10.4030363636,10.3567,10.8055727273,10.0623181818,9.4389454546,10.9871727273,10.5166,10.0787
yhcT,BSU09210,9.3468090909,9.2017181818,8.5811909091,8.6998363636,8.8836636364,8.9310090909,9.1063,10.0321727273,8.7540090909,8.8954454546,9.4418909091
yhcU,BSU09220,9.0277454546,8.5127636364,8.0575727273,8.3583272727,8.1588090909,7.7879363636,8.6199,9.1102181818,7.9675363636,8.2241636364,8.8798636364
yhcV,BSU09230,8.3455909091,7.7700727273,9.9336,11.0919545455,7.7579,12.7669363636,7.9471545455,9.0985,12.4500272727,9.0042545455,8.1878545455
yhcW,BSU09240,10.9927909091,10.5263181818,10.6255818182,10.4352454545,10.1098818182,9.7078727273,10.3612363636,11.7116090909,10.5343090909,10.1141636364,11.1107272727
yhcX,BSU09250,11.6865909091,10.9000363636,11.1798818182,11.0118090909,11.4028363636,10.5485363636,10.8837636364,11.9773272727,10.9119727273,11.1683545455,11.4647636364
yhzG,BSU09259,8.6119,8.5021454546,7.7736818182,7.9036818182,8.2217272727,7.6688909091,8.1312818182,9.0922090909,7.7935272727,8.1427909091,8.7332
yhxA,BSU09260,11.2717181818,11.0982545455,11.5112363636,11.3780545455,11.0813545455,11.4505090909,10.4047363636,11.4319727273,11.0118090909,11.3286545455,11.2860454545
glpP,BSU09270,11.2043272727,10.5751636364,11.5255272727,11.1435272727,11.1601,11.2554181818,10.0103727273,11.3122363636,10.6196090909,11.3091727273,11.0278363636
glpF,BSU09280,9.6559545455,9.6839636364,14.0486727273,10.595,11.3056636364,10.7658727273,8.0818454546,11.7275363636,9.2712090909,12.3928181818,9.8073636364
glpK,BSU09290,11.1082545455,10.0945090909,14.7479818182,11.0767818182,11.7509909091,11.4078727273,9.1239909091,12.2118,10.0851818182,13.1054363636,11.0952272727
glpD,BSU09300,9.2477090909,9.1632454546,15.2338818182,9.3994090909,10.7182909091,8.5103181818,8.8261818182,9.9431636364,9.2460181818,11.6747636364,9.3510909091
pgcA,BSU09310,12.6835181818,12.2336727273,13.5360636364,12.1843,12.7758272727,12.0186545455,12.5155090909,13.4631181818,12.9074909091,11.9051636364,12.5583
yhcY,BSU09320,9.7876181818,10.1502090909,9.3547,9.6772727273,9.9080090909,9.6521727273,10.0060909091,10.1776,10.4003363636,10.1025636364,9.8104181818
yhcZ,BSU09330,10.1869272727,11.1258454545,9.9774636364,11.0727545455,11.0502090909,11.0502090909,11.0952272727,10.6758636364,11.0015454545,10.8004,10.3555272727
yhdA,BSU09340,9.9058454546,10.2651,9.7295,10.1215181818,10.6702818182,10.3758545455,10.1563727273,10.0491272727,10.3915181818,10.2244909091,9.7861
yhdB,BSU09350,8.0279636364,8.8154818182,8.6745454546,10.2283090909,7.8762,11.2938363636,8.7528909091,7.5399,10.5751636364,7.9482090909,8.0204181818
yhdC,BSU09360,7.9132909091,8.6157818182,8.3278181818,8.7907727273,8.2537545455,10.2406363636,9.1761363636,8.6319090909,8.7860727273,8.3474636364,7.9851818182
lytF,BSU09370,13.0314727273,13.6781727273,13.3900727273,13.8467272727,13.0593727273,13.6967909091,13.3900727273,12.3645727273,13.3136454545,12.6402,13.2374727273
nsrR,BSU09380,12.6100272727,13.0517636364,12.5042181818,13.0923909091,12.4450909091,13.3969181818,12.6366454545,12.2493272727,13.4631181818,12.9074909091,12.7507545455
ygxB,BSU09390,10.6719545455,8.5833090909,9.8937727273,8.119,8.1792727273,8.1057090909,7.1778181818,7.9003636364,7.5819363636,8.0697909091,10.4448181818
spoVR,BSU09400,7.9675363636,8.0233272727,8.0818454546,9.9839636364,7.7283363636,13.0381454545,7.9929181818,8.2022,9.9912090909,7.6611545455,8.1565181818
phoA,BSU09410,8.5451909091,8.8974,8.7528909091,8.6319090909,8.7487909091,10.1394181818,8.8995,9.2017181818,9.6418181818,8.3583272727,8.6430363636
lytE,BSU09420,14.7685545455,13.3278454545,13.3634727273,14.4527818182,13.8233636364,13.5064,13.2155727273,13.8508181818,13.0957818182,11.6633818182,14.6852181818
citR,BSU09430,9.9191727273,10.2482818182,9.8999636364,9.9296,9.5427181818,9.1370090909,10.6867181818,10.3125090909,9.7816,9.7998727273,10.0091818182
citA,BSU09440,9.9255,9.5381909091,9.9859909091,8.7310545455,10.0868181818,8.1588090909,9.5370454546,10.0679818182,8.8090636364,9.7563636364,9.8999636364
yhdF,BSU09450,10.0868181818,9.2361909091,11.7275363636,8.6471363636,9.8881272727,8.2906181818,9.0359454546,9.9478,8.6984090909,9.7974818182,9.9431636364
bcaP,BSU09460,12.8082090909,11.9119545455,12.5324727273,11.9657818182,10.6571,11.9346272727,9.9058454546,7.1838818182,11.1395727273,10.4848181818,12.4693727273
yhdH,BSU09470,10.5442909091,10.1649090909,9.6373636364,9.3142636364,9.6277818182,8.4428909091,9.1576545455,11.2532,9.4903545455,10.6585818182,10.6509
yhdJ,BSU09490,9.9973090909,10.1141636364,10.5028909091,10.0139909091,9.8517818182,10.5312909091,9.4931909091,9.2288636364,9.8517818182,10.5589545455,10.0007
yhdK,BSU09500,11.0415818182,10.0719909091,10.9849818182,9.9973090909,10.4955818182,9.2160636364,10.3463272727,11.0683818182,10.4030363636,10.4809090909,10.6776727273
yhdL,BSU09510,11.3463363636,11.0711272727,10.9096636364,10.8410090909,11.1634636364,10.4066363636,11.0969090909,11.9581454545,11.4234545455,11.0835,11.3510909091
sigM,BSU09520,11.4390454545,11.3334727273,11.0584545455,10.9996636364,10.5512636364,10.4530454545,11.2513090909,11.8625272727,11.5296727273,11.2214090909,11.6813090909
yhdN,BSU09530,11.5581363636,10.1760818182,13.7579090909,10.5382090909,11.4044909091,10.9996636364,9.3194,8.0373181818,9.2581090909,12.2898818182,11.7215545455
plsC,BSU09540,12.3300909091,12.5297909091,12.2357272727,12.2308363636,12.8134090909,12.3420727273,12.3325090909,12.879,12.6503090909,13.8557909091,12.2814090909
yhdP,BSU09550,13.5908545455,13.5435181818,13.2413454545,13.4216272727,13.3278454545,13.3404181818,13.1806545455,13.2869818182,13.5551272727,12.3739545455,13.6212090909
cueR,BSU09560,13.5642090909,13.5743727273,13.1559909091,13.4081818182,12.8268727273,13.2591272727,12.9735181818,13.0782636364,13.5360636364,12.2034909091,13.6717909091
yhdT,BSU09590,13.9807181818,13.6358909091,13.4797454545,13.9954090909,13.0984454545,14.3441818182,12.9151727273,11.7014,13.6510272727,13.3794727273,13.8557909091
yhdU,BSU09600,10.6426545455,10.3365454545,10.1698727273,10.1232272727,9.9478,10.1049363636,10.3595272727,10.2197727273,9.9593,9.9336,10.4660090909
yhdV,BSU09610,10.8816090909,10.8744818182,10.2674636364,10.3422363636,10.3871272727,10.4778636364,10.3897909091,10.8382272727,10.3595272727,10.5156,10.8774727273
yhdW,BSU09620,11.2484181818,11.2704363636,10.6571,10.8077181818,10.8872909091,11.0784363636,10.8984636364,10.9887909091,10.8917454545,10.9530909091,11.1866818182
yhdX,BSU09630,11.8301636364,10.3187818182,11.7709272727,10.4569727273,10.2036363636,11.6737,9.8282545455,9.1370090909,10.6624818182,9.3000909091,11.5796727273
yhdY,BSU09640,9.7122454546,9.3307181818,9.3283,8.7860727273,9.3836,8.4684363636,9.0302727273,10.9617363636,8.7935909091,9.5658727273,9.6950272727
yheN,BSU09660,12.2408727273,12.5777818182,11.9481181818,12.1298,11.4103909091,12.1977727273,11.8714727273,12.1710545455,12.2860363636,11.8636909091,12.2835454545
